commitId,ADDITIONAL_FUNCTIONALITY,ADDITIONAL_OBJECT_STATE,ALTERNATIVE_PART_INSERT,COMMENT_INSERT,CONDITION_EXPRESSION_CHANGE,DOC_UPDATE,REMOVED_FUNCTIONALITY,STATEMENT_DELETE,STATEMENT_INSERT,STATEMENT_PARENT_CHANGE,STATEMENT_UPDATE,add,allow,fix,implement,remov,support,test,changedFiles,additions,deletions,results
e5ec49b123c4070355182f04397d8c8c347c9aff,3,4,0,0,0,1,2,0,20,0,10,1,0,0,0,0,0,1,6,158,63,2
ebb08cddcf8511e6a62ffbf0fff675e9627cd376,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,5,0,1
ed8ba5dff378f6ebd3edca10994ca63976af541b,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,2,4,1
eef90a46040c6b4018b699dfc96cb4bc8bc4e82e,3,0,0,2,0,0,0,17,7,1,0,0,0,0,0,0,0,0,3,132,39,1
efa5448aa3dd8afae7d1c5f3eb8798befb247e41,8,0,2,1,7,0,0,0,14,14,0,0,0,0,0,0,1,0,3,110,29,1
f06af44932d31d1a787425f853f142c98d74f143,3,3,0,0,4,0,0,22,5,9,5,0,0,0,0,0,0,0,3,63,186,1
f0a32dff9b9cf53707758226f6598ab32cca6b06,3,0,1,2,4,2,2,9,17,8,11,0,0,0,0,0,0,0,6,128,102,2
f400db0d9b2e1ea03aa26c811f0b8b8ec9cccc61,26,5,0,7,3,2,3,22,40,0,12,0,0,0,0,0,0,0,20,602,160,1
a141ff2a7973b379f6b4d1aa9178f0750d6502fd,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,4,245,2,0
62c048660bd3d4062e56646ae7c17b9a2ef15614,17,6,1,3,2,1,0,39,23,10,12,0,0,0,0,0,1,0,12,3735,66,0
062042ba83651b8495bc0330023ae7c7c47a38d4,0,3,0,2,0,0,0,0,9,0,0,1,0,0,0,0,1,0,5,136,6,0
0ab9ab9ce7eeaeb195740d36de05daa0fe3b003c,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,1,9,4,0
e3f99578304cb30f1b59c34a4193b9b700f3566a,0,0,0,1,1,0,0,22,10,0,19,0,0,0,0,0,1,0,3,39,45,0
78930691ca6b664a07a6995c60bb8238cf7edf96,2,0,1,0,1,0,0,0,3,4,5,1,0,0,0,0,1,0,6,193,15,0
c9a360e36059aa46d7090e879762d44d54fa2782,3,0,2,0,0,0,0,20,15,2,0,1,0,0,0,0,0,0,2,116,24,0
6ed722529007866fd89f6d996b8be5f4129c27a5,0,0,0,0,0,0,0,0,11,0,1,1,0,0,0,0,0,0,2,18,2,0
2ed3dbbf674af24f8c8a694fad468377c705918a,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,120,56,2
48d33ec70a8ea6f872006e46d1c8e0cdd48a2c81,5,2,4,1,0,0,0,10,34,0,22,1,0,0,0,0,0,0,3,100,43,0
267016758de3143e80244b266a8b27978b115320,0,0,0,2,3,0,0,0,20,10,13,0,0,0,0,0,0,0,5,49,15,2
040fa2581a8a9b51fb154a5e5ae8aff6c8cd291d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,6,2
0ed50ca00c1d9abacff4f667afa3d366c9b04e01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,0,0
fc8ae4d30dee9b255f7caa7da76a9793b1cc6c25,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,221,0,2
f372f7c109b550c6b20b8196713aa313ad6c249f,2,2,1,0,0,0,0,10,7,0,5,0,0,0,0,0,0,0,2,69,21,1
4a9c7d672ed83604123448501d73d18258243c6f,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2
a2507a8f1c4e9b3c8d727653aaed2c4beaefc13d,0,0,0,0,0,0,0,4,0,3,0,0,0,1,0,0,0,1,1,3,11,1
d36f376a8e13c69c3bd78b4d43f554b44b692ed1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1
b657bdfa1a9467848cc1844b5c732087e5eae1ca,2,0,0,0,0,0,0,1,5,2,3,0,0,0,0,0,0,0,2,35,18,2
c335b3a1762080f8cb5b2694985d93f17978474e,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,1
20f43bf54c4cf1ccb37e69e06057ebc3cc9e1ae8,6,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,7,38,7,2
ebe1a4663d41adf670239bf2765b316a2e46f12d,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,6,6,2
d0441857cd6853975d83c612bbd2778b51007db8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,2
cb0d7d4735665fa8ca1b59555a06354859c0045a,7,3,3,0,3,0,1,54,30,20,39,0,0,0,1,0,1,0,44,2793,309,0
b9feaa999969e0c81ce4a84e10db110c37a97535,0,1,0,0,1,0,2,12,2,3,4,0,0,0,0,0,0,0,3,18,56,2
f520f8bfb97f8bbb9fa6205045facf1c12123cb3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,40,0,2
8aea3a2f7d179d0b7f935ec8247533787b0dc71d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,4,2
6257b7824382d7ef3193828019e3e293a92417f4,10,0,0,0,0,0,0,3,3,1,1,1,0,0,0,0,0,0,20,1221,11,0
d5c271acf51b504f2316c4a18597dbe81a67c6a9,6,0,2,0,0,0,97,37,16,0,18,0,0,0,0,0,0,0,17,280,1003,2
e32f16b78909e9567d3410edd5cb760ac2a70bfd,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,8,1
0efa78710b4ff36dcf50457a4ec16090bc96787b,11,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,14,804,2,0
ac03fba9d31c9cca163739df3c05bc1984d230dc,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,3,5,2
a768016779e3bdbddf310d2d861e74830a62d16c,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,3,1,0
ef85412f98e97ff5471013eab59fd8cb3046c17a,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,3,3,2
b12acbcf9e65a80fc88871bb81d2c2b9cc44604c,8,0,0,0,0,0,1,70,33,7,54,1,0,0,0,0,0,0,22,164,311,1
f537b8cceefa694e895dfaa43722ce6b4283948a,0,0,0,1,0,0,0,0,5,0,3,0,0,0,0,0,0,0,2,13,7,1
c2f8ee105b99622ad6f3f0c9cee3448cc5b869c7,0,0,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0,4,35,14,2
9e6fab3a6dcbf26e3aad60aa5cf371adbdc3b47b,1,0,0,0,0,0,0,4,7,0,2,0,0,0,0,0,1,0,8,220,83,0
615fc435cc88c2c4fe66e9359f1d69e5eb134d18,0,3,0,0,0,0,0,2,4,0,1,0,1,0,0,0,0,0,1,45,24,0
98249507cff3e363ecb4c5f06f14f0bb96da1ad5,0,0,0,1,0,0,0,0,4,0,3,1,0,0,0,0,0,0,2,20,9,1
75fd6d4985f9e1b74294d1c8a21b5a559f0c96fd,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,97,0,0
4da9b2cc9c18a5b8680550e3bdbe2c405abb5d81,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,1,9,1,1
265e2fb8bcfede045d213568f157873abcf445b4,8,2,2,2,1,1,0,40,39,0,10,0,0,0,0,0,1,0,8,199,75,0
01327d7136472ba8b720f6c788b17f8527960d32,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,37,9,2
95ba62f83dfa05990d2165484330cdd0792064d8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,2,0
439413c6269bbc9655f7e86c70dc85dd7e150f63,0,0,0,0,0,0,0,21,15,0,0,0,0,0,0,0,0,1,1,18,24,2
b02e6dc996d3985a8a136f290c4a8810ce05aaab,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,8,24,21,2
59cedea0109946484c70601164689d499a8612b0,0,0,1,1,0,0,0,1,6,0,1,0,0,1,0,0,1,1,5,28,3,1
afb690e2337caa1cb6b34ca921ae7d0edb7600b9,3,0,0,0,3,0,0,0,5,0,8,0,1,0,0,0,0,0,9,104,50,0
6f1932ab677b4e544fa964a6aacc7e888613ff2f,0,0,0,1,1,0,0,0,9,2,0,0,0,0,0,0,1,0,1,15,0,0
91b74931a3d858645cf106295090a11e803c3e83,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,1,1,19,1,1
f38296da61ed21544ad45609c52d950adf913dca,0,0,1,0,1,0,0,0,4,4,11,0,0,0,0,0,0,0,5,71,23,1
ed7166227500891e13c982a2f681962a6b56e5f4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,0,2
42d5bdd3378bbd246a5ecf4a3c09f76f519e4e9b,14,1,0,0,0,0,2,8,48,0,10,0,0,0,0,0,0,0,18,340,237,0
c5c87c4a4809078b14a2ce49c8da6010dbad17b7,0,0,0,0,0,0,1,2,3,1,4,0,0,0,0,0,0,1,2,15,11,1
e1c739fe6fcf4458c1ddad3ed2c79d1e78a3e980,0,0,0,0,0,0,0,8,4,0,6,0,0,0,0,0,0,1,1,17,34,2
8933947b9549f6bbf4dd81034a6d47a22acdf895,0,0,0,0,3,0,0,0,1,1,3,0,0,0,0,0,0,0,1,17,8,1
8601529be8f92954b05f982a1d5f6b9e2025bace,0,1,0,1,1,0,0,1,3,0,4,0,0,0,0,0,0,0,3,81,13,2
af183a16193c1b8743e609c713c61a7c0ce0ee49,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
c23c5d2494aafc4416a98e6768a1f3a3022cd011,9,2,0,0,0,0,0,4,5,0,2,0,0,0,0,0,1,0,9,307,19,2
dd7cae7c19717429099c98536c0186a0677ed593,1,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,3,61,51,2
cb5df26bf792108e5063e99b4359b33cf7422f22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
d4bc187be90fb4bf65bde43d6166073429041749,1,0,0,0,8,0,1,0,0,0,126,0,0,0,0,0,0,0,55,353,353,2
98a24828255cde13eaee893eafc9a049bb2183a7,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,75,0,1
6b8123d7265158c62e4be7aaa20d7b70e3703c10,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,4,101,0,1
d479611dc5e989d79308e3b10a5e9b3952f730d0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,27,52,2
19152416a44473325a6c3605f9accc4fee379b63,0,1,0,1,1,1,0,0,5,0,0,1,0,0,0,0,0,0,1,17,2,0
0c82fc5901c4ca81ff9226f703cf575194c92948,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,5,2,2
30f9f278c3430f9e936f566ee8b3394f86f2b01e,0,1,1,0,8,0,0,0,5,4,0,0,0,0,0,0,1,0,2,80,8,0
4155741f7f486537d4a5f7193d79098d523a6ae8,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,31,4,2
cb51d3c5762e6f2808f9ab358943b3dc85e9bd95,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,48,4,1
d9699e02f4e28c75cc5ffdd125b11d99325766c4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
2b5e3f5586ad0c71dcf404a166e18529a960eb00,0,0,1,0,0,0,0,0,12,4,3,0,0,1,0,0,0,0,2,43,10,1
f4cf5a7d4a1b3998632309288777275bc30517bb,0,0,0,0,1,0,0,0,1,2,4,0,0,1,0,0,0,0,1,10,8,1
55a5c26de8023fa65c0f231666034649f963f93f,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1
0e9594e02dae2859b0b247f8d3c1242acbf0e63d,0,4,0,0,0,0,0,4,3,0,2,0,0,0,0,1,1,1,6,383,88,1
80ef201514764e948d2ed8b91143c205560382b1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,15,33,2
6b24921bd49cc1179d9e9dc36d68e5aeeacb6550,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,1,2
953a99c75cde29a18db58abde3fdee720fcddc4f,1,1,1,2,2,0,1,4,17,3,8,0,0,1,0,0,0,0,5,46,37,1
8ccfca3a2f0193f0a4da38e206c35cf08402218f,1,0,0,0,0,0,19,7,4,0,16,0,0,0,0,1,0,0,24,36,167,2
8ebbd1e7b964b6c81a49c7d4c2476584c6279e06,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,21,253,79,2
7709c68f6312703b60b40f9ded1bd6121daa1d58,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,32,3,2
a2444e9494e0bf9572f0c76f3307080974ce3b56,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,4,0,45,2
296b6b2f5757d2f8100daef0d2507183deeca77a,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,3,75,36,0
2eeb4ebd8c3af6f5838efe510da4c92ceb0ceb35,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,1,1,16,4,2
81e6ff51623792ebe9cb7c277fccd044bdd432b9,3,3,1,1,1,0,1,19,13,6,5,0,1,0,0,0,1,0,4,170,60,0
e2c33ed6590eacc62ddf04c48a735146cd977362,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,2,1
1e84c439e593999ae148a459e560380f59ca7124,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,9,1,1
9f923255878b7baefd89bc37af8fe3072f163322,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,6,1,0
97f4f27b14e6afe3833fecfce79ca39877f2227a,0,0,5,0,0,0,8,19,96,15,24,0,1,0,1,1,0,1,7,145,175,2
602c63d2aa3936a766e4e3432721812096ed54f5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,1,2
d3fde78394aa28a344bc40f7724fc794c5682898,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,3,1,1
2d2e9e06218153e725310e1b24cefb870cda12cc,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,2,1
10bc2480001f2c399afa50add8f66b1e22144b14,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,4,1,2
2a211705a3db21df6acc2e2d2e059cd9cd5e4ea6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,7,2
de3cde3e1eb1984b86ba9320e6662b8bf63e1fcb,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,4,29,22,2
9ac048c68ce96eec3a900c3b703401ae63170d51,0,0,1,0,0,0,0,0,3,6,0,1,0,0,0,0,0,1,1,4,1,2
a342029d36fc8cdd6be3ab540cd2527ddd022188,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
f79cf4149fe680ff36117277ffb45d4f2e53c33d,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,5,2
4634ca5cb8c8ad0a3c725363f3705a4078c04c9c,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,21,2
57fcd761f2997629c75aac3617c0d97e80dcea0c,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,39,1,1
11ceaccc20c2e820e4891c5264947a01ca040bf4,1,0,0,0,0,0,0,5,1,0,4,0,0,0,0,0,0,0,2,29,23,2
dc9e9cb4cc87f132a32a00e6589d807350f0b8e0,6,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,166,9,2
311520d14682a1f3096dc9307da3e5fcb82936ab,3,0,0,1,0,0,3,1,6,0,5,1,0,0,0,0,0,0,5,24,18,0
6950c38a0436ec937797f01fba8d7d95e6d6225f,8,15,2,4,16,2,51,13,32,1,23,0,0,0,0,0,0,1,41,835,978,2
b6277ac14d5c35c8f5c80616829868c4ea74abfa,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,2
c907ce325e89b25d0ff29288f018adda35bbdeed,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,1,1,13,7,2
bb8a666b6dd51330be8a88cb48f923a57264a673,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,3,3,2
393b67f7a03d76698375be3350ff9282661fbf21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
8bf446f012faddf7762db07ed85199f05c58d6bf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,2
01de4037a2111d2ded5cbf72a444e3e4088d95da,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,38,24,1
96d1fe8096874e6d5b7a0ad85e918756b5cf046a,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,1,4,4,1
0d8d64ea057546e5e2dcd312fe5a80fcb3214460,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,1,28,18,1
8dc78ca7af53778f2e156e575551a3bcab1d1f7b,0,0,0,1,1,0,0,2,5,0,2,0,0,1,0,0,0,0,1,13,6,1
9d8ae0a8feb951f799df29fc9f10ba07f4b0b255,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,4,1,1
aecde5a15d035beb421ef31c4a005e273b2912a0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,4,1
469ae561947ace9a87d971875fbf454a499b542c,0,0,1,0,4,0,0,0,4,2,0,1,0,0,0,0,0,0,1,5,0,1
8e9ab4143d260585d73890c6d691b18f865bd2a8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1
01e706466e561557d8591b3031cd85ae39b0559a,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,17,4,1
ce8dcc887659ef6b378f2c0650352d67b61b2e7f,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2
f0e9bf9f4ccaaa8e0b41f28f97fb7b6d15a88363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
d1bdfa2c80fa011aef572a598e7a1e0671f70e25,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,6,2,2
e2ffe19d36e25a9d208e53a534f878e8605ed5ab,0,0,0,0,1,0,0,6,2,2,3,0,0,0,0,0,0,0,2,12,21,2
cadd12fe44f37ce5c40652a800820eca8b09cfb7,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,13,11,1
d18dca5dbbceb9126f3a463332d7baab6dc034db,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2
4f19dccda7d8779636f6cc4752552d5b80cce8bb,16,17,10,1,3,0,10,17,123,18,18,0,0,0,1,0,0,0,3,435,155,2
1e971c6aa481b2794369ce66173ebeb77c08350a,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,1,2
00feeb78cbd1f63af1736c775f6e228df6656671,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1
cbde1cfa6eec6cc37025fea406deb33eb82c3509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,3,1
ed110ba2625abe4a6c641f1f7fb335c9cac33b20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16,1,1
9d3a1f0f0f6f7c1781e7f6b5785e23db6eb5703a,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
7819aeccba263171444ca56c1621aca3f7d649e8,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,12,7,1
1ae65999cf19232ed85d3329fd4f4887c2f3fe47,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,3,2
deb64435cb63102ac487bc00f081e4b3c05bc5b9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2
431ccf96d2b8cfbea44518bc2ec9fa6937b421da,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2
74833e575b909e9bff3d512be4c748c81f7fab4a,10,6,1,3,3,0,1,17,38,8,16,0,0,0,0,0,0,0,14,235,104,1
1d1f8c41ced44e78fcb8e1749cf7478e65aeb0fb,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1
e9dee4fc76caaca231bf10728d4f82bc46581bc5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
26d26d605e9887885afe78d943fbf152d965e44a,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,15,4,1
e931ef7e6e360b1a89e3f0d97fbc8332852b8dcd,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,31,2,1
efa7f1fccf51ef1a83266e815d124c782c2a0815,0,0,0,0,3,0,0,1,0,0,7,0,0,0,0,0,0,0,3,31,33,2
12585ca80029fbd7b024d4c47b05f71dbdb2f70c,0,1,0,0,0,0,2,24,9,1,9,0,0,0,0,0,0,0,1,23,77,2
a77138a065b1b594fdb7351f9503be4496995b97,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,1,23,77,1
7ccd3abb7942553d5b1dc6c6c18cdbe9d6ecc129,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,3,1
747ce871172baf71ecc0eb8c86f5a0aa4f624b4f,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1
f1ac1054e3fc59f52237fb83da52c53dffe71de3,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2,7,8,2
5662b8294b0cd31ce780f577fc0847dd347b49ad,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1
7571758906d60e95dce84bfdd2d047c1ae3bdb43,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,17,3,1
6cf1c05df962548294a2ec5059e6176ca24b8dfc,2,1,0,0,0,1,0,0,3,0,8,0,0,0,0,0,0,0,4,24,11,2
bbb3b5a0d37545dc714d3f95cb7e4650b29db622,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,4,11,2,1
db02e53849878e327f9aa67a9cbe6e919e2b0022,1,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,4,9,3,1
0f964dada0a88faeac1b93bde703a75662aaebef,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,9,2
d0994540cd94cb3803dba57cb127727d4b8a67ff,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2
e5ad59a45147e27b7c2a7a7aed9272f87a5d4746,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1
aa25be6a631c53788feacb19209b12924bd93f51,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,4,2
41babf3a10b9d1c0ad9dcf33b39261a96097a4a8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2
5acb3713b509efd92e51d2e3501988ff6ec4f34d,1,0,1,0,0,0,0,1,15,2,0,0,0,0,0,0,0,0,1,30,4,1
84225b56288b90fe708cf37c909cec8be150faae,0,1,0,0,1,0,1,3,11,0,2,0,0,0,0,0,0,0,2,42,17,1
9f374fea84e7e7072292fbd2c48da0b8c1ab7a4d,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0,0,0,1,4,1,1
0150f4371b246f708942d3c10094499aa827fd5e,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,7,0,1
ecbe69e87d908f4cc8bfec5f9a47244b8947fb0b,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,2,1
829bc369078a940aa757f96b1cbf310fa4ac705f,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,8,4,1
988192ad2245343da0fbf89277746833256d0109,0,0,0,0,1,0,2,7,3,0,0,0,0,0,0,0,0,1,11,33,58,2
a57debf4fe3380f7ad9d46db90d083d979541ebb,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2,0
821b8e890f81782bd070a6280c5255d8352d4a56,0,0,0,0,2,0,0,5,1,0,7,0,0,0,0,0,0,0,1,11,16,2
8276661ff3a71d4fcf50f72dc377f92f17f1d889,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,139,8,0
72e6b0f964e7cb14e3b907b3022cd259e1994290,2,0,1,0,0,0,1,17,6,1,1,0,1,0,0,0,0,0,2,38,19,0
006b5cd1ab45f53321ff664f46b1335ec018c807,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1
eb1027b5e8c047059f68e7547188d08c7fde0b6f,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,2,8,3,1
eeca7f092acfcc681155e6bfd5c77611df15ebe0,3,0,0,0,4,0,1,18,12,0,7,1,0,0,0,0,0,1,4,95,62,0
8456536126f631d665ffd715dca9ae981588632e,1,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0,3,13,17,1
7f75579b43b6d2f804a092459ec53027dea9a64c,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2
e8979daeaaae5cc34788ca5b04bf32826af491ae,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,8,16,2
7bb429c9cde94494cde83b99715149c680c1dae9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,6,3,0
5fee1b116bcd427168f1fafc7948c2e44520cc5c,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,18,4,1
3e0e71690424ab386f97e3b3f18751748cf52e49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
b792e33fdb52d83b0ce13bf2eaa98c0242bce157,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0
a2ac32d1d9827f6edf7b72cf47fdbf9023e78ba9,0,1,0,0,8,0,0,1,5,2,3,0,0,0,0,0,0,0,2,22,15,2
33b59a403ff3d1297bc8378a4ab995aff0e6ec73,1,1,1,0,1,0,0,4,3,3,0,0,0,0,0,0,0,0,4,30,7,0
b840ee2fb3875069fa1148c9c51a57fed5a9632c,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,14,1
d158a03f09a1df7df66d53a8eda24762f5707718,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,1,20,28,2
591f5202c621bbfedc351dff81437dcedf4b2827,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,20,1,1
33660bc78e9b8d0cef71d635bf609c6dcb6ddeea,4,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,1,1,20,3,2
aa6d81a239cf699410b26517abba69a650b5ba42,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,18,1,2
b3bab12e6135d7c792c297d6f46b032ce496c18d,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,0,1
